# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/cumulativeHardEnrichment.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/323K/1POPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/POPC/1/323K/fixed_1POPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/POPC/323K/avgRcutoff.dat
# cumEnrichmentAVG	DPPC-DPPC	POPC-POPC	CHOL-CHOL
3.503062257431125 	 1.1895295035546516	1.166182506428947	1.1473502474475268
3.4163469842938423 	 1.1411554154997323	1.1446523166708245	1.1305392521232855
3.4766918600786796 	 1.1574785077482903	1.1516385556405793	1.1675747966898098
3.4887850675596024 	 1.1509469477436447	1.1157497933783955	1.2220883264375622
3.457270822878765 	 1.1310161060369306	1.15094074210183	1.1753139747400043
3.4131152992688762 	 1.127750486081554	1.1289363435853201	1.1564284696020022
3.5568372937817956 	 1.1819246916602375	1.1749448214338973	1.1999677806876607
3.4114107373978277 	 1.1526514766560698	1.115166875789206	1.143592384952552
3.4649932511484436 	 1.1575769275422776	1.144753819583602	1.1626625040225638
3.494291124882195 	 1.1600536975740408	1.1471250342778765	1.1871123930302774
3.450517560548586 	 1.1547372506405726	1.1488696833100818	1.1469106265979314
3.411650221058104 	 1.1134806707569143	1.12399622798337	1.1741733223178201
3.4146875444970277 	 1.145542027690727	1.1067300288059285	1.1624154880003716
3.439110484207326 	 1.152898233117095	1.1424067426236126	1.1438055084666185
3.4025461072899157 	 1.1518863493469835	1.1402393690704717	1.1104203888724602
3.4214305303137946 	 1.1427269730599847	1.160416245088777	1.1182873121650327
3.477752248536511 	 1.1322684173819497	1.1585724355259865	1.1869113956285746
3.4710721865837497 	 1.1333549180476292	1.1368783012125443	1.200838967323576
3.443917552153418 	 1.1422986382238365	1.1233589716833376	1.1782599422462439
3.4789142061085303 	 1.163904910998315	1.1779419551510584	1.1370673399591569
3.4279620995739304 	 1.1315924443030658	1.1363074128209953	1.160062242449869
3.4610881354248937 	 1.1493379180798726	1.143485892020403	1.1682643253246183
3.5156845868604276 	 1.166484813756799	1.1440296856297687	1.20517008747386
3.5034977666271274 	 1.1692325786729527	1.1354262528688492	1.1988389350853252
3.346639287527366 	 1.1245645473272072	1.1034569750103254	1.118617765189834
3.387791048476964 	 1.1167651338750433	1.1226182006144305	1.1484077139874906
3.463129362236988 	 1.16155243625236	1.1400643130740018	1.161512612910626
3.5230955483639614 	 1.1998933491219725	1.1609204352233258	1.1622817640186631
3.3929487291022182 	 1.1372330815849114	1.115887726560377	1.1398279209569298
3.46446156532625 	 1.1825938159963463	1.1466169678158882	1.1352507815140154
3.4083382418809176 	 1.1226446548466853	1.1261824006077568	1.1595111864264753
3.429759630240837 	 1.1460693964616782	1.1238269873372941	1.1598632464418648
3.540253982196261 	 1.180887497987876	1.168026347019691	1.1913401371886938
3.4776912707174783 	 1.1660853773072546	1.15411324817679	1.1574926452334338
3.4050370922412645 	 1.129929214259942	1.158031080728583	1.1170767972527391
3.467026054023242 	 1.1508565708862286	1.13444924706504	1.1817202360719734
3.45005777220198 	 1.1656861505045364	1.1351338925276029	1.1492377291698406
3.4304556291722688 	 1.1610982725598944	1.1363187362552623	1.133038620357112
3.370922578760257 	 1.1247256059888078	1.1282773710603515	1.1179196017110975
3.4526657393509166 	 1.1644701653110394	1.1656657198955478	1.1225298541443292
